ticket_volume,deadline_proximity,sleep_quality,complexity,interruptions,eeg_beta,eeg_alpha,eeg_delta,eeg_theta,state_label
0,2,0,3,0,0.4712277446480429,0.5618791278720365,0.0,0.08247233440791972,Focused
1,3,2,1,2,0.5237290575675018,0.47457803027673623,0.7098336266308382,0.6799180675223743,Fatigued
2,2,3,2,3,0.6658638563350773,0.30065236565039816,1.0,1.0,Fatigued
1,1,1,1,1,0.35989320787816137,0.6295438352663703,0.38157627192327687,0.38958749096957823,Relaxed
1,1,1,1,2,0.2831706440630891,0.6736933605651307,0.34550235872010016,0.6650994913938317,Distracted
0,3,1,0,1,0.35812751450164687,0.5549288533146782,0.3289499618261272,0.3709608394958067,Relaxed
0,3,0,1,0,0.45618921271300933,0.533827908520953,0.015138905889275479,0.03246312395265967,Focused
0,2,1,0,1,0.2076592000729221,0.7625406962367061,0.41605911227717834,0.3207808700617849,Relaxed
3,0,1,2,0,0.5226078507123023,0.4731626764064419,0.29887187859441494,0.033207578551812944,Focused
1,0,2,2,1,0.16259742063772345,0.824765748303912,0.6270292142974503,0.3494239817640143,Relaxed
1,0,2,0,2,0.12471572382261259,0.9008866926648488,0.7553558479642626,0.6244591789010167,Fatigued
2,2,0,1,2,0.6478908885748504,0.29728077433708483,0.0037390765574543262,0.5793214348432311,Focused
3,0,1,0,2,0.3697901702735393,0.52663557499342,0.2980008599653585,0.6525175504632581,Distracted
2,2,2,1,3,0.5510081283829611,0.4535514938511357,0.6105014090203464,1.0,Distracted
0,1,1,1,1,0.1771494330460341,0.8504766228492187,0.332765239442555,0.47973552349653276,Relaxed
2,1,1,3,1,0.6251235387083278,0.3619956485505145,0.3556837545759751,0.30666964924383266,Focused
2,2,1,1,1,0.5774341351037632,0.4508447232777508,0.28939023787717555,0.36886542697938446,Focused
1,1,1,3,2,0.4282105378789378,0.6460772564438807,0.3627891567736856,0.6734779544592675,Distracted
2,3,1,3,1,0.8893928828754353,0.07633940185900007,0.35137432269865543,0.3867610109761163,Stressed
2,0,1,2,3,0.40710177833064237,0.6682545576765018,0.33033803328258243,1.0,Distracted
1,2,2,1,3,0.5084703928043028,0.502969805279855,0.7002546281782627,1.0,Fatigued
0,1,3,1,1,0.16377512293326757,0.8074317256848079,1.0,0.34550737655331304,Fatigued
2,2,2,2,0,0.5865052259682204,0.3989171916051402,0.5843746696101729,0.006684953674894108,Focused
1,1,2,0,1,0.238818526364611,0.7975845137105028,0.5646274329403923,0.3331393086444086,Relaxed
3,0,1,2,2,0.5002555933564666,0.4861625409054233,0.3765593139233546,0.57389005191773,Focused
2,3,1,0,2,0.6820211644124706,0.3017942719357019,0.3309152302013611,0.7002057624328274,Distracted
0,2,0,3,3,0.47777152771080067,0.5993767478965648,0.04686492821582623,0.9542967769853585,Distracted
2,2,1,1,3,0.6210352124918536,0.337580916116899,0.3221030882680294,1.0,Distracted
1,0,1,0,2,0.1039996220094077,0.8709245040308332,0.35498584817743895,0.6620583261765959,Distracted
0,1,1,2,0,0.2491855516053477,0.8320977219741713,0.34131108780051106,0.05429573216002749,Relaxed
1,2,0,3,1,0.5658985754095167,0.3738008910951055,0.0,0.3165875329955256,Focused
1,1,0,0,3,0.29181188423022614,0.7161265177297358,0.0,0.9886030990494804,Distracted
0,2,1,3,2,0.4591542168168663,0.5576752440936374,0.3840131954206881,0.6898877621447519,Distracted
1,2,1,2,3,0.6495597772410266,0.395537685513796,0.3569801738719454,1.0,Distracted
0,0,1,2,3,0.23584605664705255,0.7564494843175664,0.2878546958379177,1.0,Distracted
0,1,1,3,0,0.39705322750003624,0.5820874267394621,0.2463948626476809,0.0,Relaxed
0,0,2,0,1,0.07144261566999782,0.9308973903359551,0.6378352414363939,0.36452568560760784,Relaxed
2,1,3,3,1,0.6405590048100208,0.32104993730992554,1.0,0.310118880976041,Fatigued
2,1,1,0,0,0.40644501173833636,0.6607392997901209,0.32681095574124897,0.0,Focused
1,0,1,3,0,0.3872490502060135,0.6651844843918884,0.2190566123697214,0.0,Relaxed
1,0,2,2,2,0.29779335085273195,0.7606676005328801,0.6637056379488083,0.6504330588230662,Fatigued
0,0,2,2,1,0.10029701453755077,0.893587026338237,0.695944627287135,0.3238235700599898,Fatigued
0,3,2,1,0,0.5209283831202761,0.5201335544950638,0.7311535678610577,0.0432494734905605,Fatigued
1,3,3,2,3,0.6455508406890108,0.4336168845569923,0.9959280173086253,0.9677777071970073,Fatigued
0,1,3,2,1,0.3054474699738551,0.6855510325892191,1.0,0.4004373063273231,Fatigued
0,2,1,0,1,0.24251318695309879,0.7835227844031323,0.3148036931667191,0.4391308001207643,Relaxed
0,1,2,3,3,0.3701383988471265,0.5796330810962217,0.7125853120690899,1.0,Fatigued
1,1,3,3,2,0.5570422312800711,0.48285110968929623,0.9301099856885461,0.7184664207091076,Fatigued
3,2,2,3,2,0.8625002812540599,0.16928257446575562,0.6501686042974791,0.6204402685130649,Fatigued
1,0,1,3,0,0.2821171690100412,0.6449445347232811,0.3814525158701561,0.0027056667315046236,Relaxed
2,2,1,1,0,0.6128742444885379,0.4183557016267777,0.3555334832900275,0.01922512910926888,Focused
3,2,2,0,2,0.614366725519367,0.40365648748069743,0.712387064104935,0.6868922837728602,Fatigued
3,0,1,2,2,0.5168028920054303,0.47768784527437674,0.3267993414776633,0.6409588500203154,Focused
1,1,2,1,1,0.3026413600315513,0.7027048283543805,0.7218915581404888,0.31664911851832134,Fatigued
0,1,2,3,1,0.3374683862625534,0.7572810882467933,0.6463252722221396,0.3299230150669851,Relaxed
1,1,1,0,3,0.3093718953900463,0.6207078095816123,0.3280150669813765,0.9186008339059406,Distracted
1,1,1,2,0,0.3308579745427394,0.7272517869155324,0.29995138025847234,0.01779412643986712,Relaxed
2,2,1,2,2,0.6616877673903693,0.2853179757053947,0.2814563982799647,0.7254724679382689,Distracted
1,1,1,1,3,0.31689961564112895,0.6120323684115238,0.33899128208751694,1.0,Distracted
2,1,1,2,1,0.49933527718798854,0.5058247513400104,0.3850743918686894,0.39366866915527016,Focused
0,0,2,3,3,0.20154529911151467,0.7844088239768888,0.6401851545727056,1.0,Distracted
0,0,1,1,2,0.07237836061519003,0.9915873089751606,0.370618049596231,0.6216268757297938,Relaxed
0,2,3,1,1,0.33958478673576137,0.7041621661528715,1.0,0.25117031556723424,Fatigued
1,0,1,0,1,0.2217389407294987,0.8554602761054897,0.3165092418659396,0.36410573452680994,Relaxed
2,3,2,1,2,0.7384266285894802,0.30259861478559474,0.7580222909700408,0.6588634889684921,Fatigued
2,3,1,0,3,0.7377160302203687,0.23349427476493356,0.3283107381566703,1.0,Stressed
0,0,3,2,1,0.17750230714847498,0.869063978612459,1.0,0.33801889336292157,Fatigued
3,3,3,2,0,1.0,0.011303522048307682,1.0,0.012048345280625185,Fatigued
0,2,2,2,0,0.34101499209814806,0.7040057824489238,0.6592078006202144,0.0,Fatigued
3,1,1,1,1,0.6999899570574408,0.2746867764213521,0.35847006189281433,0.31922065840622443,Focused
1,2,1,1,0,0.46720430225195125,0.5535841412311805,0.256436248960227,0.03329949384505535,Focused
1,0,1,3,0,0.2929508498791289,0.6844087440930926,0.22688661529973722,0.01633028717647656,Relaxed
0,3,2,2,1,0.6110541260683436,0.3771833756652744,0.6177098618362284,0.26199356241516225,Focused
0,0,2,1,3,0.09390109488440761,0.9539913704070188,0.6108320541316936,1.0,Distracted
1,2,3,1,1,0.47329052801636934,0.5553231264583876,0.9491676182263994,0.38202782625135645,Fatigued
1,0,0,1,3,0.15234905470276422,0.8572317333810348,0.0,0.9805070878457592,Distracted
2,2,1,1,0,0.5840604830818965,0.33139065463940737,0.4420802539473234,0.0,Focused
3,2,1,1,1,0.7619259780265664,0.24912327522363106,0.38105837724179553,0.35956848194695956,Stressed
2,2,1,3,1,0.7680270508808176,0.22940310072005837,0.25816495956604096,0.3406128298671715,Stressed
0,1,3,1,3,0.19769103425266474,0.8027666235237907,1.0,0.8932659538571394,Fatigued
1,0,1,3,1,0.36685591721770877,0.6574624012178598,0.37641454534905266,0.29108339675159806,Relaxed
3,0,2,3,2,0.6074649019631865,0.44554128305543717,0.6368707032059168,0.6858023640145163,Distracted
0,0,0,2,1,0.10016446342264704,0.8677763655215942,0.018525548411176842,0.21459998857841406,Relaxed
2,0,2,2,3,0.4337402494722321,0.533317851102455,0.6635562099845076,0.9865824635592666,Fatigued
2,0,1,3,2,0.4372975774497162,0.6228937556693666,0.30118523629439475,0.6400821480645011,Focused
1,1,1,2,2,0.3636778778809535,0.621451458049892,0.3231513626152032,0.6439599842265347,Relaxed
0,0,1,3,1,0.2094659509721054,0.599916324335295,0.39342245458029856,0.36290815297837165,Relaxed
3,0,2,2,1,0.5899173537187081,0.38736299063412033,0.6100711177678637,0.3033874915343345,Focused
2,0,1,3,3,0.47388902717395587,0.4853429940997051,0.33695608588543774,0.9672760893991798,Distracted
0,1,1,2,3,0.23674709967833468,0.8269982283539269,0.3147507920919142,0.9631244841837043,Distracted
1,0,2,0,2,0.11430535429466583,0.821746874722313,0.662588651330788,0.7072945849086393,Fatigued
0,3,2,1,3,0.41332007331413556,0.5369202633408336,0.6509515809466304,0.9933330863600912,Fatigued
1,0,3,3,3,0.29888951008403275,0.8032466279108437,1.0,1.0,Fatigued
1,2,2,3,1,0.6662021531585215,0.35416322013281326,0.7090745017335579,0.35365616471022676,Fatigued
2,3,2,1,1,0.7282460379020629,0.225582028249801,0.7205300499432546,0.39200731397219013,Fatigued
0,1,2,3,2,0.37105069405342034,0.6156445227926888,0.6732405457459426,0.6195855937306529,Fatigued
1,0,2,3,1,0.33991485058820586,0.6710494917835178,0.7499716325617369,0.2751644448636701,Fatigued
1,2,2,3,3,0.5396966863109395,0.49787027228499614,0.6833140203322392,1.0,Fatigued
0,3,2,2,2,0.6449715593294719,0.4226804307683577,0.7035974851436646,0.6385250708790478,Fatigued
3,3,1,1,0,0.809920067480452,0.22735302817239217,0.3703087563931229,0.00016796599104989705,Stressed
3,2,1,0,0,0.6860560580753847,0.2953341760043247,0.39772393515634474,0.07142900387935983,Focused
1,3,3,3,2,0.7468756562841865,0.33940739321577323,1.0,0.6593875129156863,Fatigued
3,3,1,0,3,0.8779127925752557,0.09721307927341821,0.3171309354043268,1.0,Stressed
0,1,2,1,2,0.18690588693226262,0.7814897794037929,0.6211325183626205,0.6388841080230758,Relaxed
0,0,2,3,1,0.16242445080424028,0.847722749103534,0.6973746646068133,0.3066756518268953,Fatigued
2,2,1,2,1,0.7147064681403148,0.26100463061904294,0.2776816922454241,0.36713651188607804,Stressed
2,1,3,0,3,0.5117210455407472,0.4670697293648897,1.0,0.9845087358127225,Fatigued
2,0,1,1,0,0.31694358564685643,0.655627028382384,0.2736549351537891,0.0,Relaxed
0,1,1,1,0,0.09552353006359968,1.0,0.4247564162468769,0.0,Relaxed
2,1,0,2,2,0.48548271211253513,0.543812449395551,0.02708117984161426,0.7191246939536089,Distracted
0,1,1,3,2,0.3334194833331161,0.7082819914932259,0.2949454384146388,0.7174771024843389,Distracted
3,1,2,2,1,0.6858017109909383,0.2801030300987097,0.6633938026964713,0.3319820831601292,Fatigued
1,0,1,0,3,0.1784070756899312,0.8453073462875905,0.39917426301110664,0.9521126192617455,Distracted
2,2,2,1,2,0.5808044892488772,0.440912086173405,0.6853452021171537,0.6141713997996001,Fatigued
1,0,3,1,3,0.26073156603209136,0.8233727724419502,1.0,0.9437751873975465,Fatigued
2,0,2,1,2,0.3455991542776106,0.5720640104018427,0.6789843102643685,0.6002946416755777,Fatigued
2,3,2,1,0,0.6704515707467389,0.34261152535681055,0.6169124236911623,0.0,Focused
0,3,0,1,0,0.4738600195463614,0.41581827794077875,0.03422873924586442,0.0,Focused
1,0,1,2,3,0.27352904818877144,0.7136119914164215,0.3178239361183826,0.9584907939372409,Distracted
1,2,1,2,1,0.5129798160540234,0.5097485643936436,0.3631900941192248,0.3527356437395243,Focused
2,0,2,1,1,0.279103274793295,0.6941678752149427,0.5546949712358111,0.34752745457143963,Relaxed
3,2,0,3,0,0.8701656875539896,0.0781711195877414,0.0,0.0,Stressed
1,0,2,1,3,0.1524847618129675,0.879773617802925,0.6653959515603167,0.9795345931617503,Fatigued
2,2,1,1,2,0.5720297302472527,0.42208800207962177,0.27752637116486184,0.7717185975674656,Distracted
1,0,2,2,1,0.32071413122716264,0.5461318777499343,0.6153647763505522,0.4191584851848455,Relaxed
1,3,0,2,0,0.6418672420846434,0.39283052220970227,0.040218908021501264,0.0,Focused
2,2,0,0,0,0.5827060663598422,0.42254665876223557,0.0,0.0,Focused
3,0,2,2,3,0.6008958163063889,0.4163746134761441,0.631339433639173,1.0,Distracted
2,0,1,3,1,0.5221238347483534,0.5256813519132626,0.32675943254074835,0.3167983923450894,Focused
1,2,3,2,0,0.5957306086640604,0.425795477647237,0.9716975292674633,0.0,Fatigued
1,0,1,1,2,0.20633849248934463,0.869018219891428,0.22812322023481763,0.6252932998152454,Relaxed
2,1,1,2,2,0.5296913952280813,0.5397217294287747,0.2017940947433662,0.7579472497119568,Distracted
1,2,1,1,1,0.4494119622818375,0.496331518501016,0.3744703923428033,0.3191280778530519,Focused
0,2,1,1,0,0.31066544229200665,0.7093329641081301,0.35280876420625495,0.00645760430649527,Relaxed
1,1,2,1,3,0.3717103976531822,0.5016997992663262,0.7377341886894555,0.9629124319621737,Fatigued
1,0,2,3,1,0.30407211987859256,0.6092740953382603,0.6855383293854211,0.4042665645567384,Fatigued
2,2,2,2,3,0.6920074467839382,0.4249481923224937,0.644689909875272,1.0,Distracted
3,0,1,0,2,0.4190318732829564,0.5556073894770102,0.39951500455329025,0.6799525770941801,Distracted
2,1,2,1,1,0.5581171857490697,0.44249803233796375,0.6838098354308642,0.2671078136325959,Fatigued
3,1,1,2,1,0.6205393307528457,0.3877456474668189,0.28117992020414123,0.32627761919779685,Focused
0,2,2,0,2,0.2930713134303847,0.7532109739631271,0.6221627002503904,0.6803714276192042,Distracted
1,2,1,2,0,0.46697902165261296,0.5053603856400688,0.4184327574874364,0.0,Focused
2,0,1,0,1,0.22978740692141772,0.7573209464342949,0.35362852986268273,0.37759727535367593,Relaxed
1,0,0,2,3,0.1607579120839816,0.8460302536922436,0.011966407759214112,0.9666442440507611,Distracted
0,2,1,3,2,0.4787999585404035,0.47310231565705574,0.3175744019853093,0.6632836567881731,Distracted
1,2,3,2,0,0.43830325419087224,0.6517308442527092,1.0,0.03572731395027059,Fatigued
2,0,2,1,2,0.3574681085571986,0.6694750216211457,0.5801432393208735,0.727685957005112,Distracted
0,0,3,2,2,0.13411947699008492,0.8353707964983094,1.0,0.6923786693374082,Fatigued
1,2,2,1,1,0.3976728317301766,0.5939227981004944,0.6603829370189515,0.31265847003931047,Fatigued
2,0,1,3,2,0.5608415965276248,0.44573737674467756,0.3406051200829601,0.687670837212645,Distracted
2,2,3,1,3,0.5559058605938192,0.3791433448255912,1.0,1.0,Fatigued
3,0,2,1,1,0.3447738820117335,0.6817681734926139,0.692304328441734,0.3155629496711378,Fatigued
2,0,0,1,1,0.36406874579007215,0.7073184072507127,0.055249153358201776,0.4583675549391899,Relaxed
2,0,2,3,3,0.5319716017461094,0.4773665494617339,0.6669448029603601,0.9910816297773316,Fatigued
1,1,1,3,0,0.45692216989500944,0.5617778102433807,0.3075491107020448,0.004792231983305625,Focused
1,0,3,1,0,0.13857878260292794,0.875504808772026,1.0,0.0,Fatigued
1,1,2,1,2,0.32226971482805755,0.6477677950752977,0.7265334243970025,0.652475171426269,Fatigued
1,3,2,3,0,0.7419719516599211,0.17761246087506258,0.63414899620163,0.007635061222922486,Stressed
2,2,1,0,3,0.5324903714785053,0.4054058205127877,0.3232722332728287,1.0,Distracted
3,0,1,2,2,0.525730153429402,0.4249871146820128,0.34478623651632134,0.6614358827639941,Distracted
2,1,1,0,3,0.4245627681976534,0.49602869111919906,0.36136669734162175,1.0,Distracted
1,2,2,2,0,0.512023715559031,0.4844703050886125,0.6737624143884576,0.0,Fatigued
2,2,2,1,2,0.6217686477857053,0.4022297223595243,0.709054874749842,0.5661411377050465,Fatigued
0,0,1,1,3,0.07540143667423191,0.9073619138656467,0.3119255300305474,1.0,Distracted
2,2,2,3,0,0.717583170432866,0.22186941662129572,0.6336277556477172,0.0,Stressed
2,1,2,3,1,0.6308787678588559,0.3820960625667641,0.7401774826841221,0.33055045703448405,Fatigued
0,0,2,3,0,0.2272198692518994,0.8168118801706884,0.6771599633675451,0.03978829939812217,Fatigued
1,0,2,0,2,0.1314959759652234,0.8097090536778905,0.8008872310525722,0.6961309672917693,Fatigued
2,3,0,0,2,0.7223509629270741,0.26467846935931544,0.0,0.6704859991368032,Stressed
1,0,0,0,0,0.16326141413627804,0.8636191203983542,0.07792612420206048,0.0,Relaxed
1,3,2,2,3,0.6064558421033692,0.4144727465038674,0.7513988070555859,1.0,Fatigued
0,2,2,2,0,0.36664295004455255,0.5579240939684671,0.64177275465473,0.0,Relaxed
0,3,0,3,3,0.5579553681090487,0.46569764791624174,0.0447791926305686,1.0,Distracted
1,0,1,3,0,0.3437172184141745,0.6420671283764255,0.3724933284172063,7.023374114470174e-06,Relaxed
1,1,1,2,3,0.40709459618353305,0.6726017062351988,0.3019507383200217,0.9737744744377566,Distracted
0,1,2,1,2,0.20324438972032696,0.7890883814873028,0.5927965267307088,0.6455060707363849,Relaxed
0,1,2,0,3,0.14917589722937027,0.8231079291552155,0.6302048782200781,1.0,Distracted
2,2,1,0,2,0.6102866932985814,0.40399118602830725,0.3902936843755319,0.6095303873202607,Focused
1,0,1,3,3,0.31702435941833046,0.7194176014568314,0.3258712702484576,0.9137886478405984,Distracted
2,2,0,3,2,0.8030881170636656,0.20298007339257484,0.0,0.6268819444791465,Stressed
0,2,0,0,1,0.23779026398850664,0.8084587837491389,0.0,0.37644673908940934,Relaxed
1,1,0,0,3,0.27938919821868635,0.7429865182029942,0.025205481745502068,1.0,Distracted
0,2,2,1,1,0.3898803387643334,0.583910823185534,0.7040478753219759,0.3218915891856133,Fatigued
2,0,2,2,3,0.41177440323801284,0.5519212166762034,0.6376550319822256,1.0,Distracted
0,0,2,0,3,0.04263962253325117,1.0,0.6738426709416332,1.0,Fatigued
0,2,1,0,2,0.2707803418963431,0.7440134441630093,0.23894438228315712,0.6793813934682381,Distracted
2,2,1,0,0,0.5515505292570558,0.44727235847788493,0.4710827658947833,0.10613284311641247,Focused
1,3,1,2,1,0.5952901155261704,0.3723324846772715,0.33344059076783605,0.32378633950774427,Focused
0,0,2,2,2,0.1371507065519757,0.7794604244770471,0.63696548104092,0.6558893311706442,Distracted
1,0,1,1,1,0.21880888025288067,0.7652470805571665,0.3005503200865289,0.24821522546516267,Relaxed
2,1,2,1,3,0.45266131632102297,0.5538362224525232,0.5926917496871635,0.9787303298931398,Distracted
2,0,1,1,2,0.3957203083816466,0.5163192641934196,0.3302743410752327,0.5835581386056019,Relaxed
1,1,1,3,3,0.4637227372662249,0.5862332041911372,0.3377860946364193,0.9954563352272539,Distracted
0,2,1,3,2,0.4207145192347313,0.5586804860741053,0.2636944526764501,0.7085883440635462,Distracted
1,0,1,1,2,0.19064143489912938,0.8121583272236951,0.3401260886544297,0.6991029856749968,Distracted
2,2,1,3,2,0.7286888420009415,0.38801043838069876,0.3651834160391807,0.6403622841250274,Stressed
2,3,1,1,0,0.7076197022182278,0.37420851878570077,0.32783134213615334,0.05504995832900899,Stressed
2,2,1,0,3,0.4736826718852455,0.49036787772543045,0.24535137393557943,0.9562180918989429,Distracted
1,1,0,3,3,0.3768842945570954,0.6909898325083977,0.0,0.9771976407059092,Distracted
0,1,1,1,1,0.2876887421601828,0.6897666709768496,0.3388919235730326,0.2574243896078561,Relaxed
2,0,1,2,3,0.319233593417684,0.7427503793669021,0.3589560806999922,1.0,Distracted
0,0,1,2,2,0.13531881621384562,0.7787765519003025,0.2903768592595457,0.5789990320565195,Relaxed
0,2,2,2,3,0.46450469937394334,0.5947930215987239,0.6881379004574018,0.9228858621087637,Fatigued
1,2,2,2,1,0.5281841281980074,0.5080398950824586,0.7110415200208302,0.2784400094426615,Fatigued
1,3,1,1,1,0.5990305117762141,0.3741300739591866,0.3489246909651136,0.39036310765911164,Focused
1,3,1,1,1,0.5844251979415864,0.38666841901838134,0.30596778606455743,0.33461275659233597,Focused
2,1,3,2,1,0.6177854844956929,0.33011165722198244,1.0,0.3310210061088456,Fatigued
1,0,1,2,2,0.18237840046705345,0.8067288132638657,0.32943520123750686,0.619349934015986,Relaxed
1,1,3,0,2,0.2553524668630152,0.7029783144621677,1.0,0.6960994965417017,Fatigued
2,2,2,2,1,0.6375054869803679,0.3260836065621271,0.5853355788757261,0.3925480732212936,Focused
1,1,2,0,3,0.2673971871536828,0.7725018804740891,0.6391516846426737,1.0,Distracted
2,0,1,0,1,0.2356822557024668,0.7584709588389141,0.23603756683536087,0.3730325271701104,Relaxed
1,0,1,0,1,0.1357548090432724,0.9459055509699229,0.36581246808401463,0.3296128160857119,Relaxed
3,3,1,2,1,0.8991344327218522,0.19241938938311398,0.2838947362131343,0.36495697748861056,Stressed
1,3,3,3,3,0.7197288688393654,0.29326692880480554,0.9710286405227285,0.9380750727202958,Fatigued
2,3,2,3,1,0.8969108022195672,0.2009647765665205,0.6486982476546014,0.28097709928352277,Stressed
0,2,1,3,1,0.40710302400457515,0.6152741758335494,0.3789837892491972,0.3209977038875831,Focused
0,2,1,0,0,0.31578192051046194,0.6639533499272405,0.37986471211440304,0.08196876768972636,Relaxed
1,3,2,0,3,0.5576303785601489,0.4896675485861778,0.6582536504677358,1.0,Fatigued
0,0,0,3,0,0.24012769573855933,0.6818042742139189,0.0,0.010875026853018981,Relaxed
2,0,3,3,3,0.5020135952440834,0.4622100411034394,1.0,0.9515155596556514,Fatigued
1,3,2,1,3,0.5943630781437154,0.4065757630890569,0.6362138032392339,0.9848845915291478,Distracted
0,0,1,1,0,0.09379722345695113,0.8665538441375721,0.35779583419922306,0.06701933945310497,Relaxed
2,3,2,1,1,0.7038819679301295,0.34027704474045667,0.6539453000570606,0.3262609797494475,Fatigued
1,3,3,1,3,0.7069710513501812,0.29231299386497295,1.0,1.0,Fatigued
0,1,0,3,3,0.3065009647813818,0.7010505776007118,0.025859216633202616,0.9854907350063322,Distracted
1,2,2,1,2,0.4697549990502342,0.5044648907853992,0.6805492792847458,0.6824581441134357,Fatigued
2,1,1,2,2,0.49749287671410913,0.4409000072767765,0.3768692386858576,0.6558195190327069,Distracted
2,1,0,3,2,0.637422303859459,0.26759760572780916,0.0,0.6581340127796654,Distracted
0,1,1,3,1,0.2831461151775466,0.689933357590975,0.413991788980028,0.32173337867091245,Relaxed
2,2,2,1,1,0.49119388536988656,0.48387802949539355,0.7322002502542516,0.24440497996176258,Fatigued
2,0,1,2,3,0.37539936607333707,0.6161919348184314,0.30871255334684683,1.0,Distracted
1,1,1,3,1,0.5198896639979155,0.467051238245121,0.35160799448904484,0.3679709544905746,Focused
1,1,3,0,0,0.20330376661846694,0.8222200160173602,1.0,0.0,Fatigued
2,3,3,1,0,0.7653623237508136,0.17156063297343083,1.0,0.017274101498670532,Fatigued
1,3,1,2,3,0.6349650520238482,0.34358938844164943,0.38504105021417195,0.9435145282326031,Distracted
0,1,2,1,3,0.21845922645161803,0.7800795033571063,0.6384129443510477,1.0,Distracted
1,1,2,0,3,0.3339136533095914,0.7254733284786983,0.7153505256647142,1.0,Fatigued
2,2,0,2,0,0.6943028432440896,0.35501405213195175,0.1368048975760059,0.0432894246423592,Focused
2,1,1,1,2,0.4732869858530825,0.5501172148605854,0.3329101937039238,0.6888648290010528,Distracted
3,2,1,0,1,0.713982194377602,0.21968872236895648,0.30938426664072416,0.3465759510608132,Stressed
2,1,1,3,0,0.5624756151554559,0.47664756073384895,0.3020436305735998,0.0,Focused
1,3,0,1,0,0.6108713422229446,0.4362541751786642,0.03580805162571809,0.03373343162374929,Focused
0,0,2,3,2,0.29389094777976654,0.7789342946536969,0.6265306142967795,0.6034321423710554,Relaxed
0,1,1,0,0,0.13066885686170335,0.9596258851099214,0.3902246303202218,0.0,Relaxed
2,1,1,3,0,0.6282140824679753,0.31408915783554453,0.29555662273051875,0.0,Focused
1,1,1,0,1,0.30224340598292404,0.6351340594851305,0.330592034004266,0.27634385788033433,Relaxed
1,1,1,0,3,0.24767867429820953,0.7512822102061528,0.3570652590454789,1.0,Distracted
2,2,0,3,3,0.7416547268352888,0.23112789407836198,0.0,0.9739066522256498,Stressed
1,3,2,3,1,0.7339333111507778,0.23053472730552438,0.705274914417469,0.35209926955730114,Fatigued
1,1,2,2,1,0.4067144715519525,0.5881839026015787,0.7201519897466218,0.32067157691049997,Fatigued
1,1,3,1,1,0.34811216935741107,0.5891851450774707,0.9626129726254931,0.2864483048514708,Fatigued
0,1,3,0,2,0.05392995494879724,0.9554055492381831,0.9895983019870231,0.6596238597161844,Fatigued
3,1,2,0,2,0.4670792220424194,0.5385706538867271,0.657567098793251,0.6240625016577418,Fatigued
3,0,1,2,2,0.5701898842736495,0.45199961674195116,0.3340558235070122,0.6649453768024495,Distracted
1,0,1,0,2,0.15362624109673337,0.8248933070886485,0.40129585493129943,0.623994555352734,Relaxed
2,2,1,3,3,0.6871737567772982,0.3118020659538552,0.34729298095617905,1.0,Distracted
2,0,1,2,0,0.35793408540641575,0.6359717377517385,0.3386274944939746,0.0,Relaxed
0,3,2,0,0,0.4281172875722595,0.6300090477045286,0.6010529929386159,0.0,Focused
0,3,1,1,2,0.45990372744016084,0.5227795718639101,0.3235701163962677,0.5412764457814946,Focused
2,3,1,1,1,0.7325898440620713,0.19904064041173303,0.3688210840282231,0.3026286995442085,Stressed
2,1,1,0,3,0.4083754780679828,0.6903906905279006,0.26827458561970485,1.0,Distracted
1,3,2,1,3,0.5597550454896327,0.4057166035912836,0.6712838476559299,1.0,Fatigued
3,1,1,2,2,0.7133611661407702,0.30175797009012717,0.3645697527006575,0.6280689119705254,Stressed
1,0,2,3,3,0.30672559248039677,0.701275995223869,0.6702892815254584,0.9315991155969668,Fatigued
2,2,3,3,0,0.49299166422550517,0.5423842763144386,0.9730451003564509,0.013019725021565573,Fatigued
0,2,2,2,2,0.29140734210452723,0.7371803252249678,0.6439915321991241,0.6496654292857277,Relaxed
1,0,1,1,1,0.1390618669628801,0.8259585243570101,0.3147095539947837,0.22598737388372137,Relaxed
3,1,2,3,1,0.7078855549942654,0.36778588018375175,0.714017652489716,0.36686538225325205,Fatigued
1,0,2,0,3,0.0533166630038468,0.9192619704200053,0.7140233846083992,1.0,Fatigued
3,1,1,3,3,0.6694327829059756,0.3050068137439899,0.29071462045837154,1.0,Distracted
1,0,1,2,1,0.16271971697471488,0.8628879063468319,0.28944322610295614,0.42862063185761556,Relaxed
2,2,2,0,2,0.5030299321326829,0.46113360161414535,0.7290185563224978,0.7101123355231366,Fatigued
2,1,1,3,2,0.5690652013778775,0.3688304888805839,0.4029969959121919,0.5979334276787684,Focused
0,2,2,2,1,0.351924237714042,0.768191231547761,0.6549653007272412,0.403932514440547,Fatigued
1,3,0,0,2,0.5036511566678457,0.5122966770438395,0.032351631875015247,0.6442473356011093,Focused
1,1,2,0,2,0.3259211930713176,0.6717764415202847,0.595008784092546,0.68624746374916,Distracted
3,0,1,2,3,0.48886817117177417,0.4568416256347055,0.28907405700134114,1.0,Distracted
0,0,1,3,1,0.22284461197818273,0.6966599108278877,0.34573616615129343,0.35722807156442793,Relaxed
3,0,1,0,2,0.43085425364383023,0.5530528999443663,0.393381529427366,0.6010526210117588,Focused
1,0,1,3,3,0.3466653185770607,0.5996708823004963,0.4523608137122318,1.0,Distracted
2,3,2,3,2,0.7842759279765237,0.23970589125141073,0.7168134774063212,0.768746654268445,Fatigued
